Дата операции,Референс проводки,Приход,Расход
1/28/2022 15:30,CRD_9AH2BE,0,1775
1/28/2022 8:00,CRD_5E840M,0,1715.24
1/26/2022 19:15,CRD_4XA0XU,0,207
1/26/2022 15:30,CRD_1798XU,0,203
1/26/2022 11:45,CRD_8MS70Z,0,799
1/26/2022 8:00,CRD_7KE1WU,0,1816.51
1/24/2022 15:30,CRD_127390,0,1675.22
1/24/2022 8:00,OP1OD221O0001LKX,0,800
1/23/2022 15:30,CRD_17S98S,0,1928.62
1/23/2022 8:00,MOYB 23201000473,0,30
1/22/2022 18:00,CRD_24B2NB,0,2550
1/22/2022 13:00,CRD_19E32H,0,3612
1/22/2022 8:00,CRD_9CH58A,0,1000
1/21/2022 18:00,CRD_293825,0,56
1/21/2022 13:00,CRD_1M9415,0,834.1
1/21/2022 8:00,A022101220009887,0,1000
1/20/2022 19:15,CRD_9XE2TU,0,1980.42
1/20/2022 15:30,B012001220240014,0,30000
1/20/2022 11:45,OP1ED221K001BZY5,0,33810
1/20/2022 8:00,OP1ED221K0018NOY,112700,0
1/19/2022 18:00,CRD_1SN018,0,1781.8
1/19/2022 13:00,CRD_619708,0,250
1/19/2022 8:00,B021901220013835,7531,0
1/18/2022 18:00,CRD_91T1WY,0,827.32
1/18/2022 13:00,CRD_7HT9UY,0,470
1/18/2022 8:00,CRD_4E78RY,0,1040
1/17/2022 20:51,CRD_9U30AN,0,370
1/17/2022 18:42,CRD_83R1TU,0,561.72
1/17/2022 16:34,CRD_8M713K,0,478
1/17/2022 14:25,CRD_9240EN,0,600
1/17/2022 12:17,CRD_92B2EK,0,84
1/17/2022 10:08,CRD_6HC3CK,0,1547.61
1/17/2022 8:00,C071701220051692,0,600
1/16/2022 20:00,CRD_9HR2XB,0,2304.02
1/16/2022 17:00,CRD_19Z6YB,0,2103
1/16/2022 14:00,CRD_6B33B7,0,195
1/16/2022 11:00,CRD_6A2287,0,199
1/16/2022 8:00,CRD_31E0B7,0,339
1/15/2022 18:00,CRD_6SN5M0,0,1373
1/15/2022 13:00,CRD_4YS9E5,0,715
1/15/2022 8:00,CRD_3V77EW,0,361
1/14/2022 8:00,CRD_4S394S,0,3550
1/13/2022 19:15,CRD_865079,0,1668.29
1/13/2022 15:30,CRD_3AT879,0,24
1/13/2022 11:45,CRD_1MF189,0,10
1/13/2022 8:00,A011301220010165,0,100
1/11/2022 18:00,CRD_6RS7AH,0,300
1/11/2022 13:00,CRD_5FZ3UK,0,279
1/11/2022 8:00,CRD_,21567,0
1/10/2022 15:30,CRD_9B52F5,0,1873.67
1/10/2022 8:00,CRD_4939Z0,0,98
1/9/2022 15:30,CRD_81E1XT,0,833.7
1/9/2022 8:00,CRD_19T11T,0,2760.29
1/8/2022 22:00,CRD_98W1CN,0,120
1/8/2022 21:00,CRD_8XK8YH,0,3540
1/8/2022 20:00,CRD_78E2CN,0,120
1/8/2022 19:00,CRD_71692N,0,367
1/8/2022 18:00,CRD_6165FC,0,986
1/8/2022 17:00,CRD_2W58SN,0,840
1/8/2022 16:00,CRD_9HX53K,0,200
1/8/2022 15:00,CRD_75R43K,0,1110
1/8/2022 14:00,CRD_7VR6A9,0,2434.8
1/8/2022 13:00,CRD_3VV5EC,0,134
1/8/2022 12:00,CRD_3HH2FC,0,150
1/8/2022 11:00,CRD_3HE4SM,0,254
1/8/2022 10:00,CRD_15V6HE,0,157.24
1/8/2022 9:00,B020801220010174,7452,0
1/8/2022 8:00,A010801220095782,0,300
1/7/2022 21:45,CRD_74Y2AB,0,1260
1/7/2022 20:30,CRD_6N3699,0,650
1/7/2022 19:15,CRD_6K2087,0,130
1/7/2022 18:00,CRD_6KN8RA,0,244
1/7/2022 16:45,CRD_6EM5R9,0,1460
1/7/2022 15:30,CRD_4VW386,0,76
1/7/2022 14:15,CRD_28S015,0,986
1/7/2022 13:00,CRD_2W8219,0,3790
1/7/2022 11:45,CRD_1X04C5,0,1000
1/7/2022 10:30,CRD_94A045,0,1999
1/7/2022 9:15,CRD_93Y4F7,0,1000
1/7/2022 8:00,B020701220008388,14860,0
1/6/2022 21:30,CRD_7392Z1,0,350
1/6/2022 20:00,CRD_59T2Z2,0,136.59
1/6/2022 18:30,CRD_5YN5F3,0,122
1/6/2022 17:00,CRD_1408M1,0,2330
1/6/2022 15:30,CRD_11F3Z2,0,140
1/6/2022 14:00,CRD_9EZ1EW,0,152.99
1/6/2022 12:30,CRD_4531EW,0,142.84
1/6/2022 11:00,MOYB 06201000068,0,99
1/6/2022 9:30,B020601220015981,7525,0
1/6/2022 8:00,B010601220060976,3193.11,0
1/5/2022 20:51,CRD_84Y4CK,0,595
1/5/2022 18:42,CRD_6170RS,0,28
1/5/2022 16:34,CRD_6U91EH,0,837
1/5/2022 14:25,CRD_41V99T,0,89
1/5/2022 12:17,CRD_3V461N,0,714
1/5/2022 10:08,CRD_2V60RS,0,28
1/5/2022 8:00,CRD_7080RH,0,297
1/4/2022 21:07,CRD_90R2X7,0,230
1/4/2022 19:15,CRD_89228C,0,188
1/4/2022 17:22,CRD_8MY4R8,0,3060
1/4/2022 15:30,CRD_75W9U7,0,7301
1/4/2022 13:37,CRD_6S36A9,0,27
1/4/2022 11:45,CRD_47B71A,0,400
1/4/2022 9:52,CRD_4X128C,0,188
1/4/2022 8:00,CRD_1H36A9,0,27
1/3/2022 21:45,CRD_77H7X0,0,200
1/3/2022 20:30,CRD_607881,0,150
1/3/2022 19:15,CRD_238481,0,360
1/3/2022 18:00,CRD_9TY9TZ,0,195
1/3/2022 16:45,CRD_7K89TZ,0,200
1/3/2022 15:30,CRD_6059M5,0,1172.9
1/3/2022 14:15,CRD_4NY5R0,0,1092
1/3/2022 13:00,CRD_2HM5WZ,0,40
1/3/2022 11:45,CRD_2AT6R0,0,90
1/3/2022 10:30,CRD_199440,0,105
1/3/2022 9:15,CRD_1U41U1,0,400
1/3/2022 8:00,B010301220230048,15000,0
1/2/2022 20:00,CRD_9H888V,0,360
1/2/2022 17:00,CRD_6CX1XU,0,420
1/2/2022 14:00,CRD_48K6AV,0,44
1/2/2022 11:00,CRD_4SF04W,0,4190
1/2/2022 8:00,MOYB 02201000006,0,9
1/1/2022 20:30,CRD_7UW8AF,0,1073
1/1/2022 18:00,C020101220003423,0,35000
1/1/2022 15:30,B010101220062589,35000,0
1/1/2022 13:00,C020101220003423',0,35000
1/1/2022 10:30,C020101220002999,0,12786.64
1/1/2022 8:00,A010101220044226,0,350
12/31/2021 21:30,CRD_9663F8,0,504
12/31/2021 20:00,CRD_9NF4B5,0,5535.2
12/31/2021 18:30,CRD_4YC8T5,0,3161.78
12/31/2021 17:00,CRD_4R1628,0,658
12/31/2021 15:30,CRD_29E098,0,446
12/31/2021 14:00,CRD_243838,0,290
12/31/2021 12:30,CRD_8U41B8,0,240
12/31/2021 11:00,CRD_2YY9Z5,0,2509.04
12/31/2021 9:30,CRD_1E698A,0,262
12/31/2021 8:00,PML0628AJLQ9C001,170.51,0
12/30/2021 18:00,CRD_91072S,0,335
12/30/2021 13:00,CRD_7RV3YY,0,3847.76
12/30/2021 8:00,CRD_2FB16S,0,200
12/29/2021 20:00,B012912210423049,0,30000
12/29/2021 17:00,OP1ED21CT002C70N,0,29320.39
12/29/2021 14:00,OP1ED21CT0028D6S,97734.65,0
12/29/2021 11:00,OP1ED21CT002C6ON,0,522
12/29/2021 8:00,OP1ED21CT0028D6Q,1740,0
12/28/2021 20:00,CRD_3VA00V,0,120
12/28/2021 17:00,CRD_6A59MV,0,1105
12/28/2021 14:00,A012812210044213,0,855.01
12/28/2021 11:00,B012812210049905,2000,0
12/28/2021 8:00,A012812210044213',0,855.01
12/27/2021 21:20,CRD_2C13UK,0,1158
12/27/2021 19:40,CRD_9AX51E,0,1901
12/27/2021 18:00,B012712210059922,2000,0
12/27/2021 16:20,CRD_9AX51E',0,1901
12/27/2021 14:40,CRD_13U45C,0,512.74
12/27/2021 13:00,CRD_1SV0HC,0,29990
12/27/2021 11:20,B012712210033332,30000,0
12/27/2021 9:40,CRD_1SV0HC',0,29990
12/27/2021 8:00,C072712210027615,0,4920
12/26/2021 20:00,CRD_9N0653,0,162.51
12/26/2021 17:00,CRD_4F08Y4,0,1423.9
12/26/2021 14:00,CRD_2XW7Y4,0,690
12/26/2021 11:00,CRD_4S4696,0,655.29
12/26/2021 8:00,C072612210007907,0,300
12/25/2021 20:30,CRD_9YA5SU,0,2.42
12/25/2021 18:00,CRD_82794U,0,1748.23
12/25/2021 15:30,CRD_2FW11Z,0,49976
12/25/2021 13:00,B012512210254275,50000,0
12/25/2021 10:30,CRD_2FW11Z',0,49976
12/25/2021 8:00,CRD_2CC3MU,0,211.74
12/24/2021 15:30,CRD_9F278E,0,2310.09
12/24/2021 8:00,CRD_4ZY8S9,0,120
12/23/2021 20:00,CRD_6ZU17Z,0,30086
12/23/2021 17:00,CRD_4RF11Y,0,150
12/23/2021 14:00,CRD_3YM89Z,0,46693
12/23/2021 11:00,CRD_3SH1A1,0,1125.4
12/23/2021 8:00,CRD_7W7122,0,3360
12/22/2021 20:51,CRD_6R69WH,0,200
12/22/2021 18:42,CRD_5X20VF,0,330
12/22/2021 16:34,CRD_4HH5BS,0,1511.48
12/22/2021 14:25,CRD_2758KR,0,780
12/22/2021 12:17,CRD_4147TM,0,400
12/22/2021 10:08,CRD_2E39FS,0,220
12/22/2021 8:00,C072212210062492,0,400
12/21/2021 20:51,CRD_8RN9U4,0,120
12/21/2021 18:42,CRD_36E64A,0,1766.16
12/21/2021 16:34,CRD_30K1F5,0,55
12/21/2021 14:25,CRD_3R212A,0,224.1
12/21/2021 12:17,CRD_2HR985,0,3264.3
12/21/2021 10:08,CRD_9N86B5,0,211
12/21/2021 8:00,A022112210000764,0,1000
12/20/2021 20:51,CRD_99K7EV,0,1816
12/20/2021 18:42,CRD_90S51U,0,120
12/20/2021 16:34,CRD_6323VT,0,2178.32
12/20/2021 14:25,CRD_15N3HV,0,998.29
12/20/2021 12:17,OP1ED21CK0025CQ0,0,33810
12/20/2021 10:08,OP1ED21CK00230X9,112700,0
12/20/2021 8:00,MOYB 20112000002,0,9
12/19/2021 21:38,CRD_8YH1UM,0,199
12/19/2021 20:16,CRD_8MT9SK,0,1126
12/19/2021 18:54,CRD_8WW9YC,0,8840
12/19/2021 17:32,CRD_7NX1ME,0,349.98
12/19/2021 16:10,CRD_7A571E,0,360
12/19/2021 14:49,CRD_56S2ME,0,130
12/19/2021 13:27,CRD_5SY0ME,0,14.99
12/19/2021 12:05,CRD_3U94XM,0,2766.69
12/19/2021 10:43,CRD_3B348H,0,2590
12/19/2021 9:21,CRD_1U390E,0,699
12/19/2021 8:00,C021912210004376,0,10000
12/18/2021 20:30,CRD_944543,0,5145
12/18/2021 18:00,CRD_9MB0R3,0,738
12/18/2021 15:30,CRD_4YS9X2,0,438
12/18/2021 13:00,CRD_4AR3W2,0,2252
12/18/2021 10:30,CRD_3SA3N9,0,330.13
12/18/2021 8:00,CRD_29A2R9,0,302.9
12/17/2021 19:15,CRD_6BR6CY,0,198
12/17/2021 15:30,B011712210163779,0,30000
12/17/2021 11:45,C171712210094104,99000,0
12/17/2021 8:00,B011712210163779',0,30000
12/16/2021 8:00,CRD_1170S8,0,150
12/15/2021 20:30,CRD_1T1870,0,337.92
12/15/2021 18:00,C161512210263059,0,1000
12/15/2021 15:30,B011512210196810,1000,0
12/15/2021 13:00,C161512210263059',0,1000
12/15/2021 10:30,CRD_8SK530,0,400
12/15/2021 8:00,C071512210068042,0,400
12/14/2021 19:15,CRD_8VE2XE,0,120
12/14/2021 15:30,CRD_5W52SR,0,622.76
12/14/2021 11:45,CRD_4NT5KM,0,100
12/14/2021 8:00,A011412210010238,0,300
12/13/2021 8:00,CRD_5Y36H8,0,661.23
12/12/2021 19:15,CRD_5023HT,0,201
12/12/2021 15:30,CRD_5AZ2SV,0,2080
12/12/2021 11:45,CRD_1MT2SV,0,190
12/12/2021 8:00,MPL1_MJGLETG0002,2580,0
12/11/2021 21:38,CRD_9ZU8BH,0,100
12/11/2021 20:16,CRD_86X35N,0,1203.34
12/11/2021 18:54,CRD_5RZ6NC,0,625
12/11/2021 17:32,CRD_3AF1BE,0,44
12/11/2021 16:10,CRD_2940UC,0,85
12/11/2021 14:49,CRD_1YT92E,0,5791.5
12/11/2021 13:27,CRD_1BR6YK,0,1510
12/11/2021 12:05,CRD_48H5UF,0,1480
12/11/2021 10:43,CRD_3UK8FH,0,200
12/11/2021 9:21,CRD_1709RE,0,2933.95
12/11/2021 8:00,CRD_1N191N,0,2495.07
12/10/2021 21:20,CRD_8YN294,0,644.8
12/10/2021 19:40,CRD_7KU8N0,0,280
12/10/2021 18:00,CRD_6SR4TY,0,598
12/10/2021 16:20,CRD_16V024,0,1831.29
12/10/2021 14:40,CRD_1XS474,0,1441.18
12/10/2021 13:00,CRD_4KM1A6,0,250
12/10/2021 11:20,CRD_2RZ0K4,0,200
12/10/2021 9:40,C071012210152172,0,200
12/10/2021 8:00,C161012210024373,0,10500
12/9/2021 20:51,CRD_89E1EH,0,500
12/9/2021 18:42,CRD_9TN1BH,0,680
12/9/2021 16:34,CRD_54E3UT,0,290
12/9/2021 14:25,CRD_4YS4BH,0,418
12/9/2021 12:17,C160912210045402,0,5770.96
12/9/2021 10:08,A010912210023028,0,500
12/9/2021 8:00,MOYB 09112000020,0,9
12/8/2021 21:38,CRD_9YV4N6,0,305
12/8/2021 20:16,CRD_9X01XA,0,3000
12/8/2021 18:54,CRD_5YS7T4,0,209.6
12/8/2021 17:32,CRD_3RS1K9,0,2013.89
12/8/2021 16:10,CRD_1717ZC,0,1790
12/8/2021 14:49,CRD_7SA129,0,200
12/8/2021 13:27,CRD_6N3235,0,1860
12/8/2021 12:05,CRD_1Y40R5,0,3698
12/8/2021 10:43,CRD_1CA935,0,616
12/8/2021 9:21,C200812210008113,0,1000
12/8/2021 8:00,C070812210076077,0,200
12/7/2021 20:00,CRD_15C1A0,0,608.08
12/7/2021 17:00,CRD_,400,0
12/7/2021 14:00,CRD_8T31ST,0,120
12/7/2021 11:00,CRD_3WC3ZT,0,148
12/7/2021 8:00,C170712210021997,1500,0
12/6/2021 21:07,CRD_8WT35E,0,1964.07
12/6/2021 19:15,CRD_7FV2HK,0,145
12/6/2021 17:22,CRD_4AR92K,0,200
12/6/2021 15:30,CRD_36S0EK,0,586
12/6/2021 13:37,MOYB 06112000165,0,99
12/6/2021 11:45,C070612210077977,0,200
12/6/2021 9:52,B010612210144007,0,30000
12/6/2021 8:00,C070612210061067,0,3500
12/5/2021 18:00,CRD_36X0C4,0,1351.27
12/5/2021 13:00,CRD_4ZN4S6,0,349.92
12/5/2021 8:00,CRD_1SC994,0,657
12/4/2021 21:20,CRD_68X2SW,0,1741.3
12/4/2021 19:40,CRD_64U48U,0,210
12/4/2021 18:00,CRD_4KR2ET,0,285
12/4/2021 16:20,CRD_8097BS,0,4590
12/4/2021 14:40,CRD_7CF56M,0,2434.8
12/4/2021 13:00,CRD_4612BW,0,400
12/4/2021 11:20,CRD_41K28U,0,3630
12/4/2021 9:40,C070412210076826,0,1300
12/4/2021 8:00,C070412210052054,0,400
12/3/2021 21:38,CRD_84203F,0,1646.25
12/3/2021 20:16,CRD_6SF2ZH,0,703.61
12/3/2021 18:54,CRD_3C75YH,0,914
12/3/2021 17:32,CRD_7EN0Z9,0,2311.25
12/3/2021 16:10,CRD_5RZ0E9,0,150
12/3/2021 14:49,CRD_1HS63B,0,188
12/3/2021 13:27,C160312210268226,0,274
12/3/2021 12:05,OP1ED21C3001C6TQ,0,35435.7
12/3/2021 10:43,OP1ED21C30018WI3,118119.01,0
12/3/2021 9:21,OP1ED21C3001C6F3,0,522
12/3/2021 8:00,OP1ED21C30018WHV,1740,0
12/2/2021 20:00,CRD_6CC14Z,0,150
12/2/2021 17:00,CRD_2HU1A0,0,4798
12/2/2021 14:00,OP1ED21C20015VN0,0,4711.72
12/2/2021 11:00,OP1ED21C2001570D,15705.76,0
12/2/2021 8:00,MOYB 02112000038,0,9
12/1/2021 20:30,CRD_86S59S,0,1044.05
12/1/2021 18:00,CRD_4KH0AH,0,824
12/1/2021 15:30,CRD_2R68KS,0,2828.87
12/1/2021 13:00,C020112210009767,0,40000
12/1/2021 10:30,C070112210053120,0,500
12/1/2021 8:00,A010112210074368,0,350
11/30/2021 18:00,CRD_6Y80E4,0,150
11/30/2021 13:00,CRD_4784FA,0,1553.96
11/30/2021 8:00,PML0628AJLQ9C001,121.03,0
11/29/2021 19:15,CRD_83V2EY,0,225
11/29/2021 15:30,CRD_8N542T,0,945.92
11/29/2021 11:45,CRD_34A98Y,0,725.04
11/29/2021 8:00,CRD_1063FT,0,120
11/28/2021 15:30,CRD_1AT7NH,0,1604
11/28/2021 8:00,CRD_6889VB,0,1188.74
11/27/2021 18:00,CRD_7NC2S4,0,528
11/27/2021 13:00,CRD_5U5335,0,808.82
11/27/2021 8:00,CRD_32M5B4,0,2530
11/26/2021 20:00,CRD_62T39M,0,150
11/26/2021 17:00,CRD_6A83HW,0,680
11/26/2021 14:00,CRD_4WT93M,0,203
11/26/2021 11:00,CRD_7X34VU,0,700
11/26/2021 8:00,C072611210115995,0,720
11/25/2021 18:00,CRD_6E05UA,0,619
11/25/2021 13:00,CRD_506497,0,150
11/25/2021 8:00,CRD_1V53VA,0,256
11/24/2021 18:00,CRD_5U67B0,0,1469.01
11/24/2021 13:00,CRD_2SN8R1,0,200
11/24/2021 8:00,C072411210083010,0,200
11/23/2021 20:51,CRD_91862H,0,478
11/23/2021 18:42,CRD_61W9ZR,0,985.12
11/23/2021 16:34,CRD_5K930S,0,85.5
11/23/2021 14:25,CRD_99T6XN,0,270
11/23/2021 12:17,CRD_9ZA8WF,0,150
11/23/2021 10:08,CRD_83100R,0,341
11/23/2021 8:00,CRD_78X4XM,0,3800
11/22/2021 18:00,CRD_1128T9,0,1893.46
11/22/2021 13:00,CRD_58F8H5,0,120
11/22/2021 8:00,CRD_32V6A5,0,2350.33
11/21/2021 8:00,CRD_47H78W,0,1357.59
11/20/2021 18:00,CRD_3U93NH,0,1317.31
11/20/2021 13:00,CRD_13Z89M,0,508
11/20/2021 8:00,CRD_8R206F,0,250
11/19/2021 21:50,CRD_9WX1R9,0,269
11/19/2021 20:41,CRD_8X74R9,0,138
11/19/2021 19:32,CRD_8KB7U8,0,79
11/19/2021 18:23,CRD_5XS8B9,0,498
11/19/2021 17:13,CRD_36U0K3,0,150
11/19/2021 16:04,CRD_3MH9Z7,0,254
11/19/2021 14:55,CRD_2A81T8,0,1699.4
11/19/2021 13:46,CRD_10S7A9,0,1156
11/19/2021 12:36,CRD_9080Z8,0,179
11/19/2021 11:27,A021911210006908,0,1000
11/19/2021 10:18,B011911210254319,0,30000
11/19/2021 9:09,OP1ED21BJ001JP2X,0,33810
11/19/2021 8:00,OP1ED21BJ001GT6X,112700,0
11/18/2021 18:00,CRD_9CZ9NS,0,240
11/18/2021 13:00,CRD_7Z224T,0,173
11/18/2021 8:00,CRD_21V5VY,0,487
11/17/2021 21:30,CRD_8UC0NA,0,1311.51
11/17/2021 20:00,CRD_22W7MA,0,3141.88
11/17/2021 18:30,CRD_9445BF,0,200
11/17/2021 17:00,CRD_5N36BF,0,200
11/17/2021 15:30,CRD_2882UC,0,3591
11/17/2021 14:00,C071711210074775,0,600
11/17/2021 12:30,B011711210037792,0,30000
11/17/2021 11:00,C171711210006674,99000,0
11/17/2021 9:30,B011711210037792',0,30000
11/17/2021 8:00,A021711210000681,0,400
11/15/2021 20:00,CRD_1WU64T,0,1250.8
11/15/2021 17:00,CRD_27778T,0,2067.86
11/15/2021 14:00,MPL1_MJBILVY0001,2696,0
11/15/2021 11:00,C171511210108137,1500,0
11/15/2021 8:00,CRD_27778T',0,2067.86
11/13/2021 8:00,CRD_9B63VY,0,107
11/10/2021 8:00,CRD_7A27HN,0,70
11/8/2021 20:00,CRD_2Y65YZ,0,185
11/8/2021 17:00,C070811210104326,0,600
11/8/2021 14:00,C170811210019364,1000,0
11/8/2021 11:00,C070811210104326',0,600
11/8/2021 8:00,A010811210011754,0,100
11/7/2021 20:30,CRD_6U91NN,0,2975.76
11/7/2021 18:00,A010711210049057,0,350
11/7/2021 15:30,B020711210004478,347.75,0
11/7/2021 13:00,B020711210001376,218.45,0
11/7/2021 10:30,B010711210021328,2000,0
11/7/2021 8:00,CRD_6U91NN',0,2975.76
11/6/2021 20:51,CRD_6666KA,0,1870.64
11/6/2021 18:42,CRD_5EX3ZE,0,2999
11/6/2021 16:34,B010611210134403,3000,0
11/6/2021 14:25,B010611210028014,1000,0
11/6/2021 12:17,CRD_5EX3ZE',0,2999
11/6/2021 10:08,MOYB 06111000215,0,99
11/6/2021 8:00,CRD_2A889A,0,1250
11/5/2021 21:30,CRD_5H73F1,0,150
11/5/2021 20:00,CRD_45Z1K8,0,559
11/5/2021 18:30,CRD_3T04R2,0,1725
11/5/2021 17:00,CRD_9UC596,0,865
11/5/2021 15:30,CRD_6Z5102,0,15000
11/5/2021 14:00,CRD_4MC2E1,0,70
11/5/2021 12:30,CRD_2AR9Z1,0,42000
11/5/2021 11:00,B010511210096512,0,1500
11/5/2021 9:30,C170511210013889,57000,0
11/5/2021 8:00,CRD_2AR9Z1',0,42000
11/4/2021 20:30,CRD_99X80S,0,7570
11/4/2021 18:00,CRD_85C9MF,0,2434.8
11/4/2021 15:30,CRD_53E11S,0,100
11/4/2021 13:00,CRD_5AZ53S,0,890.9
11/4/2021 10:30,C160411210113811,0,50
11/4/2021 8:00,MOYB 04111000043,0,9
11/3/2021 21:55,CRD_82U3V9,0,300
11/3/2021 20:51,CRD_85U2Z9,0,656.46
11/3/2021 19:47,CRD_6V31WH,0,2185
11/3/2021 18:42,CRD_5EE6T9,0,70
11/3/2021 17:38,CRD_4HX4RF,0,401.41
11/3/2021 16:34,CRD_1R75ZH,0,1652
11/3/2021 15:30,CRD_9M405F,0,2151
11/3/2021 14:25,C020311210009702,0,40000
11/3/2021 13:21,C020311210009436,0,10000
11/3/2021 12:17,C160311210203875,0,12250
11/3/2021 11:12,OP1ED21B3001HBHM,0,35435.7
11/3/2021 10:08,OP1ED21B3001G7NI,118119.01,0
11/3/2021 9:04,OP1ED21B3001HBEO,0,522
11/3/2021 8:00,OP1ED21B3001G7NE,1740,0
11/2/2021 20:00,CRD_60X684,0,514.94
11/2/2021 17:00,C170211210083874,5000,0
11/2/2021 14:00,CRD_60X684',0,514.94
11/2/2021 11:00,CRD_2HX224,0,200
11/2/2021 8:00,C070211210072682,0,200
11/1/2021 21:38,CRD_9K95BT,0,87
11/1/2021 20:16,CRD_3WZ7ET,0,15
11/1/2021 18:54,CRD_21E45W,0,497.48
11/1/2021 17:32,CRD_6CS0EM,0,1678.73
11/1/2021 16:10,CRD_14F1RR,0,200
11/1/2021 14:49,CRD_1VN5ET,0,80
11/1/2021 13:27,C170111210062857,2000,0
11/1/2021 12:05,CRD_6CS0EM',0,1678.73
11/1/2021 10:43,A010111210147393,0,350
11/1/2021 9:21,C070111210056652,0,200
11/1/2021 8:00,MOYB 01111000250,0,33.15
10/31/2021 21:30,CRD_7007XB,0,761
10/31/2021 20:00,CRD_8VK2SB,0,2520.85
10/31/2021 18:30,PML0628AJLQ9C001,57.7,0
10/31/2021 17:00,C173110210065581,5000,0
10/31/2021 15:30,CRD_8VK2SB',0,2520.85
10/31/2021 14:00,CRD_3WS08C,0,370
10/31/2021 12:30,CRD_10B06A,0,380
10/31/2021 11:00,CRD_5U40V9,0,1700
10/31/2021 9:30,C173110210033462,2000,0
10/31/2021 8:00,CRD_5U40V9',0,1700
10/30/2021 22:03,CRD_8ZT4SY,0,1982
10/30/2021 21:07,C173010210115272,1000,0
10/30/2021 20:11,CRD_8ZT4SY',0,1982
10/30/2021 19:15,B013010210216781,400,0
10/30/2021 18:18,CRD_721775,0,722
10/30/2021 17:22,CRD_24V465,0,889
10/30/2021 16:26,B013010210059409,2000,0
10/30/2021 15:30,CRD_24V465',0,889
10/30/2021 14:33,CRD_7B52R1,0,1190
10/30/2021 13:37,CRD_2US7SY,0,700
10/30/2021 12:41,CRD_4UB71Z,0,1450
10/30/2021 11:45,B013010210028625,4000,0
10/30/2021 10:48,CRD_4UB71Z',0,1450
10/30/2021 9:52,OP1OD21AU0000IQB,0,3000
10/30/2021 8:56,B013010210018208,3000,0
10/30/2021 8:00,OP1OD21AU0000IQB',0,3000
10/29/2021 22:10,CRD_7HC55H,0,224
10/29/2021 21:20,CRD_5NN4US,0,104
10/29/2021 20:30,CRD_5HZ71T,0,3701.24
10/29/2021 19:40,B012910210281253,1000,0
10/29/2021 18:50,CRD_5HZ71T',0,3701.24
10/29/2021 18:00,B012910210275948,1000,0
10/29/2021 17:10,CRD_5F945H,0,338
10/29/2021 16:20,CRD_41852T,0,999
10/29/2021 15:30,CRD_4Z597T,0,568.51
10/29/2021 14:40,CRD_25V7ER,0,858.27
10/29/2021 13:50,CRD_2FT9ZS,0,914
10/29/2021 13:00,CRD_1UC21K,0,150
10/29/2021 12:10,CRD_84Y8TS,0,55
10/29/2021 11:20,CRD_2445BR,0,4750
10/29/2021 10:30,B012910210211562,10000,0
10/29/2021 9:40,CRD_2445BR',0,4750
10/29/2021 8:50,C162910210336284,0,800
10/29/2021 8:00,C162910210253677,0,470
10/28/2021 19:15,CRD_1ZY805,0,120
10/28/2021 15:30,OP1OD21AS00021NS,0,4990
10/28/2021 11:45,B012810210269681,5000,0
10/28/2021 8:00,OP1OD21AS00021NS',0,4990
10/27/2021 20:00,CRD_33Z1FT,0,765.49
10/27/2021 17:00,CRD_2ZU2FT,0,186
10/27/2021 14:00,CRD_1X415W,0,91
10/27/2021 11:00,CRD_64X11Z,0,411
10/27/2021 8:00,CRD_3RC1TY,0,200
10/26/2021 20:30,CRD_6U264B,0,120
10/26/2021 18:00,CRD_4X19NH,0,1138.14
10/26/2021 15:30,CRD_3HN03N,0,91
10/26/2021 13:00,C162610210212447,0,200
10/26/2021 10:30,B012610210175843,5000,0
10/26/2021 8:00,CRD_4X19NH',0,1138.14
10/25/2021 20:00,CRD_84U2T1,0,1326.77
10/25/2021 17:00,CRD_4KA011,0,120
10/25/2021 14:00,CRD_2V83F0,0,837
10/25/2021 11:00,CRD_9M58V4,0,200
10/25/2021 8:00,C072510210080189,0,200
10/24/2021 21:07,CRD_9WA2ES,0,14400
10/24/2021 19:15,B012410210056265,5000,0
10/24/2021 17:22,CRD_9WA2ES',0,14400
10/24/2021 15:30,CRD_5CV1ZV,0,381.55
10/24/2021 13:37,CRD_99V0AR,0,1190
10/24/2021 11:45,CRD_7X271R,0,635.95
10/24/2021 9:52,CRD_23W2YV,0,457
10/24/2021 8:00,CRD_9E95BR,0,1450
10/23/2021 21:45,CRD_9BY7WE,0,657.2
10/23/2021 20:30,CRD_8U70R9,0,2450
10/23/2021 19:15,CRD_74F3YE,0,36
10/23/2021 18:00,CRD_72478F,0,7598
10/23/2021 16:45,CRD_72S60H,0,200
10/23/2021 15:30,CRD_5VR0AF,0,7799
10/23/2021 14:15,CRD_4FU87E,0,6255.83
10/23/2021 13:00,CRD_3058SF,0,2605.17
10/23/2021 11:45,CRD_3V502F,0,2930
10/23/2021 10:30,CRD_25N6VC,0,1736
10/23/2021 9:15,CRD_1F27WC,0,48
10/23/2021 8:00,CRD_1BA0XF,0,999.99
10/22/2021 19:15,CRD_8ZU330,0,150
10/22/2021 15:30,CRD_42T61Z,0,7900
10/22/2021 11:45,CRD_2MX583,0,1100
10/22/2021 8:00,CRD_5WU2VY,0,2473.73
10/21/2021 18:00,CRD_86K7EK,0,3091.19
10/21/2021 13:00,CRD_8UA2NK,0,14791
10/21/2021 8:00,CRD_6BM8EH,0,80
