Дата операции,Референс проводки,Приход,Расход
10/20/2021 20:30,CRD_1TF70A,0,632.4
10/20/2021 18:00,OP1ED21AK001BCZ5,0,33810
10/20/2021 15:30,OP1ED21AK001B0HT,112700,0
10/20/2021 13:00,CRD_9W59U7,0,3490
10/20/2021 10:30,B012010210124103,4000,0
10/20/2021 8:00,CRD_9W59U7',0,3490
10/19/2021 20:30,C161910210289409,0,1940
10/19/2021 18:00,B011910210263479,2000,0
10/19/2021 15:30,C161910210289409',0,1940
10/19/2021 13:00,OP1ED21AJ0006845,0,1800
10/19/2021 10:30,B011910210029123,2000,0
10/19/2021 8:00,OP1ED21AJ0006845',0,1800
10/18/2021 15:30,CRD_16X6UB,0,70
10/18/2021 8:00,CRD_3R659C,0,140
10/17/2021 20:00,CRD_5514R7,0,123
10/17/2021 17:00,CRD_1RF3F7,0,135
10/17/2021 14:00,C161710210187254,0,480
10/17/2021 11:00,B011710210156377,1000,0
10/17/2021 8:00,C161710210187254',0,480
10/15/2021 18:00,CRD_6MY9W7,0,70
10/15/2021 13:00,CRD_33E379,0,150
10/15/2021 8:00,CRD_1XN638,0,45
10/14/2021 21:50,CRD_65B3EY,0,8291
10/14/2021 20:41,CRD_4R89BW,0,140
10/14/2021 19:32,B011410210051769,8500,0
10/14/2021 18:23,CRD_65B3EY',0,8291
10/14/2021 17:13,OST1_MIVFDPA0001,0,9.75
10/14/2021 16:04,C181410210002508,0,500
10/14/2021 14:55,B011410210013500,800,0
10/14/2021 13:46,C181410210002508',0,500
10/14/2021 12:36,C161410210013471,0,5883
10/14/2021 11:27,B011410210011963,3000,0
10/14/2021 10:18,C161410210013471',0,5883
10/14/2021 9:09,MPL1_MIVFAIY0001,2256,0
10/14/2021 8:00,A011410210007423,0,350
10/13/2021 21:20,CRD_9KE3CS,0,163
10/13/2021 19:40,CRD_6XZ67N,0,1756.74
10/13/2021 18:00,CRD_4XT0NT,0,5812
10/13/2021 16:20,CRD_25B5RN,0,312
10/13/2021 14:40,CRD_1TA99N,0,400
10/13/2021 13:00,B011310210274977,5000,0
10/13/2021 11:20,CRD_4XT0NT',0,5812
10/13/2021 9:40,C071310210070314,0,400
10/13/2021 8:00,B011310210105618,5000,0
10/12/2021 15:30,CRD_7E78V3,0,140
10/12/2021 8:00,MOYB 12110000158,0,30
10/11/2021 20:30,CRD_81X5UU,0,3683.14
10/11/2021 18:00,CRD_7EV55T,0,120
10/11/2021 15:30,CRD_20H4VU,0,300
10/11/2021 13:00,A021110210005663,0,1000
10/11/2021 10:30,B011110210093646,5000,0
10/11/2021 8:00,A021110210005663',0,1000
10/10/2021 15:30,CRD_1F79KF,0,540
10/10/2021 8:00,CRD_4360MB,0,100
10/9/2021 20:00,CRD_3U5427,0,60
10/9/2021 17:00,CRD_2Y42U2,0,4109
10/9/2021 14:00,CRD_9858B1,0,250
10/9/2021 11:00,CRD_6ZV934,0,825
10/9/2021 8:00,A010910210080288,0,970
10/8/2021 20:30,CRD_6BE5KU,0,200
10/8/2021 18:00,CRD_4F13WK,0,855.48
10/8/2021 15:30,CRD_37M4HT,0,556.98
10/8/2021 13:00,C070810210111893,0,200
10/8/2021 10:30,C160810210150931,0,140
10/8/2021 8:00,C070810210007964,0,2000
10/6/2021 21:07,CRD_85A001,0,114
10/6/2021 19:15,CRD_7XS6CZ,0,150
10/6/2021 17:22,CRD_5S37RZ,0,1375.27
10/6/2021 15:30,CRD_2ZR77Z,0,200
10/6/2021 13:37,MOYB 06110000418,0,99
10/6/2021 11:45,OP1OD21A60001E6B,0,1000
10/6/2021 9:52,C070610210049367,0,200
10/6/2021 8:00,MOYB 06110000029,0,9
10/5/2021 21:07,CRD_62W5BM,0,1007
10/5/2021 19:15,CRD_64X90E,0,140
10/5/2021 17:22,C020510210013261,0,51000
10/5/2021 15:30,B010510210235182,0,20000
10/5/2021 13:37,OP1ED21A5001RJYD,0,35200.8
10/5/2021 11:45,OP1ED21A5001NPT2,117336.01,0
10/5/2021 9:52,OP1ED21A5001RJMQ,0,522
10/5/2021 8:00,OP1ED21A5001NPSF,1740,0
10/4/2021 21:07,CRD_6SB6C3,0,150
10/4/2021 19:15,CRD_2EK447,0,1676.75
10/4/2021 17:22,CRD_986467,0,200
10/4/2021 15:30,CRD_18R12W,0,2434.8
10/4/2021 13:37,A010410210159758,0,100
10/4/2021 11:45,C160410210256602,0,10500
10/4/2021 9:52,C070410210083332,0,200
10/4/2021 8:00,C160410210101853,0,800
10/3/2021 19:15,CRD_9V628Y,0,162
10/3/2021 15:30,CRD_8MW2AT,0,1116
10/3/2021 11:45,B010310210016940,20000,0
10/3/2021 8:00,CRD_8MW2AT',0,1116
10/1/2021 18:00,CRD_5FM2M0,0,150
10/1/2021 13:00,CRD_9CX3A3,0,140
10/1/2021 8:00,A010110210072702,0,260
9/30/2021 15:30,CRD_57W59H,0,125
9/30/2021 8:00,PML0628AJLQ9C001,73.64,0
9/28/2021 8:00,CRD_73069T,0,150
9/27/2021 20:00,CRD_5CT36F,0,2104.1
9/27/2021 17:00,OST1_MISBDDP0001,0,5.85
9/27/2021 14:00,C182709210022092,0,300
9/27/2021 11:00,C162709210040170,0,140
9/27/2021 8:00,C162709210021016,0,140
9/26/2021 20:51,CRD_8YN8U3,0,900
9/26/2021 18:42,CRD_5FH8V3,0,490
9/26/2021 16:34,CRD_3816F5,0,201
9/26/2021 14:25,CRD_3M8325,0,1324
9/26/2021 12:17,CRD_2K6667,0,723.56
9/26/2021 10:08,CRD_9WS3B5,0,691.96
9/26/2021 8:00,C162609210121353,0,330
9/25/2021 20:00,CRD_8H88EW,0,160
9/25/2021 17:00,CRD_2E90EW,0,400
9/25/2021 14:00,CRD_9V95XS,0,8830.74
9/25/2021 11:00,CRD_4NV76Z,0,2940
9/25/2021 8:00,CRD_2SW3MS,0,941.56
9/24/2021 18:00,CRD_7U161E,0,1525.84
9/24/2021 13:00,CRD_4Y55S9,0,150
9/24/2021 8:00,C072409210008546,0,140
9/23/2021 19:15,CRD_6C68K1,0,1100.48
9/23/2021 15:30,CRD_6C42SZ,0,44
9/23/2021 11:45,CRD_18W470,0,230
9/23/2021 8:00,C162309210015919,0,120
9/22/2021 19:15,CRD_72743K,0,700
9/22/2021 15:30,CRD_28B9BT,0,794.09
9/22/2021 11:45,C162209210242498,0,800
9/22/2021 8:00,A012209210007592,0,300
9/21/2021 20:30,CRD_9K92S8,0,1284.02
9/21/2021 18:00,CRD_3TM28B,0,79
9/21/2021 15:30,CRD_2XZ9AB,0,76.1
9/21/2021 13:00,CRD_8KU7M8,0,50
9/21/2021 10:30,C072109210104324,0,15000
9/21/2021 8:00,C162109210012486,0,140
9/20/2021 21:45,CRD_4X14AV,0,70
9/20/2021 20:30,CRD_6XK0H0,0,1200
9/20/2021 19:15,CRD_1895UV,0,75
9/20/2021 18:00,B012009210210586,0,30000
9/20/2021 16:45,C162009210192836,0,5250
9/20/2021 15:30,OP1ED219K001QKXS,0,33810
9/20/2021 14:15,OP1ED219K001O59Z,112700,0
9/20/2021 13:00,B012009210178408,1000,0
9/20/2021 11:45,CRD_6XK0H0',0,1200
9/20/2021 10:30,C162009210059593,0,390
9/20/2021 9:15,B012009210066375,1000,0
9/20/2021 8:00,C162009210059593',0,390
9/19/2021 15:30,CRD_3KZ9SH,0,67.74
9/19/2021 8:00,C161909210036627,0,250
9/17/2021 20:00,CRD_8892MW,0,150
9/17/2021 17:00,CRD_1415HV,0,90
9/17/2021 14:00,C161709210023464,0,120
9/17/2021 11:00,B011709210022052,1000,0
9/17/2021 8:00,C161709210023464',0,120
9/16/2021 15:30,C161609210042643,0,140
9/16/2021 8:00,A021609210000673,0,1000
9/15/2021 20:00,CRD_3HW9T7,0,668.21
9/15/2021 17:00,CRD_22E3C4,0,70039
9/15/2021 14:00,CRD_6ZY4M2,0,62
9/15/2021 11:00,B011509210158916,31000,0
9/15/2021 8:00,CRD_22E3C4',0,70039
9/14/2021 20:00,CRD_9764BM,0,62
9/14/2021 17:00,CRD_7EY97U,0,1039
9/14/2021 14:00,C161409210298675,0,5833
9/14/2021 11:00,C171409210108451,23333,0
9/14/2021 8:00,C171409210088748,23333,0
9/13/2021 21:20,CRD_8B72N8,0,347
9/13/2021 19:40,CRD_46E3U7,0,62
9/13/2021 18:00,B011309210177485,1000,0
9/13/2021 16:20,CRD_36E0HA,0,2115
9/13/2021 14:40,B011309210127562,1000,0
9/13/2021 13:00,CRD_36E0HA',0,2115
9/13/2021 11:20,CRD_2ZT8XB,0,749.9
9/13/2021 9:40,CRD_1XX69A,0,1300
9/13/2021 8:00,CRD_79H0B5,0,1699.13
9/12/2021 20:30,B011209210213557,2000,0
9/12/2021 18:00,CRD_9908M2,0,3209.07
9/12/2021 15:30,CRD_56W0S2,0,328
9/12/2021 13:00,CRD_9W06E2,0,150
9/12/2021 10:30,CRD_7U1491,0,1302.3
9/12/2021 8:00,CRD_2425NZ,0,800
9/11/2021 20:30,CRD_9MR6YN,0,119
9/11/2021 18:00,CRD_4NB5ZN,0,58.5
9/11/2021 15:30,CRD_1CW0XN,0,318
9/11/2021 13:00,CRD_4B05FT,0,640
9/11/2021 10:30,MPL1_MIOZUYB0002,1714,0
9/11/2021 8:00,MOYB 11109000033,0,9
9/10/2021 21:38,CRD_9NK2N6,0,260
9/10/2021 20:16,CRD_45C5H9,0,961.54
9/10/2021 18:54,CRD_3484N6,0,150
9/10/2021 17:32,CRD_26Y3R4,0,200
9/10/2021 16:10,CRD_2H21X4,0,5390
9/10/2021 14:49,CRD_6Y23X4,0,300
9/10/2021 13:27,B011009210362507,15000,0
9/10/2021 12:05,CRD_2H21X4',0,5390
9/10/2021 10:43,C021009210018453,0,13000
9/10/2021 9:21,B011009210019069,10000,0
9/10/2021 8:00,C021009210018453',0,13000
9/9/2021 19:15,CRD_79U72V,0,62
9/9/2021 15:30,CRD_76K8RV,0,120
9/9/2021 11:45,CRD_74X6VT,0,62
9/9/2021 8:00,CRD_52C54U,0,120
9/8/2021 18:00,CRD_96K1TK,0,3794.5
9/8/2021 13:00,OST1_MIOKJBD0002,0,9.75
9/8/2021 8:00,C180809210002963,0,500
9/7/2021 19:15,CRD_9MV192,0,62
9/7/2021 15:30,CRD_2RN0B7,0,2821.4
9/7/2021 11:45,CRD_72B4N2,0,2197.53
9/7/2021 8:00,CRD_4HY4C7,0,38
9/6/2021 21:20,CRD_7NM49Y,0,60
9/6/2021 19:40,CRD_5S25YS,0,1024.01
9/6/2021 18:00,CRD_2H87ZV,0,629.09
9/6/2021 16:20,CRD_5ZV9UV,0,70
9/6/2021 14:40,MOYB 06109000354,0,99
9/6/2021 13:00,OST1_MIOCRUI0001,0,12.68
9/6/2021 11:20,C180609210034667,0,650
9/6/2021 9:40,C160609210156418,0,600
9/6/2021 8:00,C160609210008310,0,120
9/5/2021 18:00,CRD_8FC8YC,0,986
9/5/2021 13:00,CRD_7Y715F,0,1078.79
9/5/2021 8:00,CRD_3AT9YC,0,60
9/4/2021 21:07,CRD_5HV6T3,0,498
9/4/2021 19:15,CRD_4KV3Y3,0,525
9/4/2021 17:22,CRD_3K14Z3,0,30
9/4/2021 15:30,CRD_2HS802,0,349.51
9/4/2021 13:37,CRD_88Y955,0,835
9/4/2021 11:45,CRD_5KR0E4,0,1030
9/4/2021 9:52,C160409210103925,0,800
9/4/2021 8:00,C020409210003056,0,5181.23
9/3/2021 20:51,CRD_7BE8UM,0,1098.98
9/3/2021 18:42,CRD_11H2XV,0,766
9/3/2021 16:34,CRD_2UC45R,0,270
9/3/2021 14:25,OP1ED2193001JA4B,0,10843.96
9/3/2021 12:17,OP1ED2193001HUHK,36146.55,0
9/3/2021 10:08,OP1ED2193001JA01,0,522
9/3/2021 8:00,OP1ED2193001HUHJ,1740,0
9/2/2021 18:00,CRD_997318,0,270
9/2/2021 13:00,CRD_11S8TC,0,763
9/2/2021 8:00,MOYB 02109000014,0,9
9/1/2021 21:38,CRD_9784RW,0,30
9/1/2021 20:16,CRD_9N183W,0,860
9/1/2021 18:54,CRD_8S21BW,0,150
9/1/2021 17:32,CRD_7694H0,0,1194.18
9/1/2021 16:10,CRD_6CX082,0,456
9/1/2021 14:49,CRD_39F092,0,366
9/1/2021 13:27,CRD_3H0292,0,212
9/1/2021 12:05,CRD_778862,0,3960
9/1/2021 10:43,C160109210206682,0,262
9/1/2021 9:21,C020109210004077,0,21000
9/1/2021 8:00,A010109210079134,0,260
8/31/2021 21:07,CRD_5F571F,0,262
8/31/2021 19:15,CRD_72N0UM,0,3707.85
8/31/2021 17:22,CRD_3CC94E,0,40
8/31/2021 15:30,CRD_2415RM,0,173
8/31/2021 13:37,CRD_8R520F,0,700
8/31/2021 11:45,CRD_8CX95E,0,88
8/31/2021 9:52,CRD_7420YE,0,105
8/31/2021 8:00,PML0628AJLQ9C001,113.69,0
8/30/2021 19:15,CRD_1ZZ276,0,3338.44
8/30/2021 15:30,CRD_1BT1B6,0,672
8/30/2021 11:45,OST1_MIMSBBI0002,0,9.75
8/30/2021 8:00,C183008210003168,0,500
8/29/2021 21:20,CRD_6XZ63W,0,1012
8/29/2021 19:40,CRD_59Z65T,0,596
8/29/2021 18:00,CRD_5KZ7ZV,0,2409
8/29/2021 16:20,CRD_4MR7RW,0,11086
8/29/2021 14:40,CRD_9TF6EV,0,310
8/29/2021 13:00,CRD_7ES8ZS,0,1924
8/29/2021 11:20,CRD_7A83MU,0,1650
8/29/2021 9:40,CRD_22T37V,0,7496
8/29/2021 8:00,C162908210163636,0,650
8/28/2021 18:00,CRD_9KU65B,0,742
8/28/2021 13:00,CRD_15K8TM,0,93.5
8/28/2021 8:00,CRD_2AK58B,0,409.53
8/27/2021 18:00,CRD_6RC158,0,4883.7
8/27/2021 13:00,CRD_44X4U5,0,437
8/27/2021 8:00,C172708210116698,2685,0
8/26/2021 21:20,CRD_9S20KR,0,1086.4
8/26/2021 19:40,CRD_81699M,0,1383
8/26/2021 18:00,CRD_7C908M,0,1760.79
8/26/2021 16:20,CRD_40B95M,0,3200
8/26/2021 14:40,OST1_MILZRPW0002,0,6.83
8/26/2021 13:00,C182608210023160,0,350
8/26/2021 11:20,OST1_MILZRLL0001,0,0.98
8/26/2021 9:40,C182608210023122,0,50
8/26/2021 8:00,C162608210109142,0,100
8/25/2021 8:00,A022508210010685,0,1000
8/24/2021 15:30,CRD_2EM5X2,0,1552.44
8/24/2021 8:00,CRD_241523,0,2399.27
8/23/2021 18:00,CRD_5N94EF,0,13.35
8/23/2021 13:00,CRD_3MZ07N,0,138.05
8/23/2021 8:00,CRD_1AU35M,0,230.09
8/22/2021 15:30,CRD_97Y8T6,0,2200.16
8/22/2021 8:00,CRD_9UH59B,0,357.53
8/21/2021 18:00,CRD_83N1F1,0,9360.94
8/21/2021 13:00,CRD_6SZ634,0,2894.56
8/21/2021 8:00,CRD_2EN5V2,0,677.98
8/20/2021 20:00,CRD_86V2NM,0,1822.42
8/20/2021 17:00,CRD_2RS4UH,0,840.06
8/20/2021 14:00,B012008210195320,0,30000
8/20/2021 11:00,OP1ED218K0015ID0,0,33810
8/20/2021 8:00,OP1ED218K0014DXC,112700,0
8/18/2021 15:30,OP1ED218I001106I,0,23051.22
8/18/2021 8:00,OP1ED218H0011A51,76837.42,0
8/17/2021 8:00,CRD_79W3FF,0,250
8/16/2021 15:30,MPL1_MIKDKGN0001,384,0
8/16/2021 8:00,MPL1_MIKDKFV0001,1468,0
8/15/2021 8:00,CRD_39B471,0,100
8/14/2021 21:20,CRD_9AK1HY,0,199
8/14/2021 19:40,CRD_4131WU,0,300
8/14/2021 18:00,B011408210026997,2000,0
8/14/2021 16:20,CRD_4131WU',0,300
8/14/2021 14:40,CRD_30V0WU,0,400
8/14/2021 13:00,CRD_2RM9VU,0,300
8/14/2021 11:20,CRD_44F0VU,0,5833
8/14/2021 9:40,B011408210024462,6000,0
8/14/2021 8:00,CRD_44F0VU',0,5833
8/13/2021 19:15,CRD_3UX32N,0,70
8/13/2021 15:30,C161308210226743,0,576
8/13/2021 11:45,B011308210235698,1000,0
8/13/2021 8:00,C161308210226743',0,576
8/12/2021 19:15,C161208210148026,0,4600
8/12/2021 15:30,C161208210140175,0,400
8/12/2021 11:45,B011208210156948,5000,0
8/12/2021 8:00,C161208210140175',0,400
8/11/2021 15:30,MOYB 11108000189,0,30
8/11/2021 8:00,MOYB 11108000025,0,18
8/10/2021 21:38,CRD_74K7T8,0,80
8/10/2021 20:16,CRD_89E2RK,0,500
8/10/2021 18:54,B011008210350741,500,0
8/10/2021 17:32,CRD_89E2RK',0,500
8/10/2021 16:10,C071008210004837,0,800
8/10/2021 14:49,B011008210015202,1000,0
8/10/2021 13:27,C071008210004837',0,800
8/10/2021 12:05,C021008210000537,0,6000
8/10/2021 10:43,C021008210000536,0,25000
8/10/2021 9:21,B011008210009816,25000,0
8/10/2021 8:00,C021008210000536',0,25000
8/9/2021 19:15,CRD_6N66U3,0,2460.88
8/9/2021 15:30,CRD_8WX2Y3,0,470
8/9/2021 11:45,CRD_8A86Y3,0,180
8/9/2021 8:00,CRD_2K615Z,0,35
8/8/2021 21:50,CRD_3145US,0,150
8/8/2021 20:41,CRD_80R93N,0,721.52
8/8/2021 19:32,CRD_7S11EU,0,799
8/8/2021 18:23,CRD_7RV9NR,0,1299
8/8/2021 17:13,CRD_66F5VU,0,799
8/8/2021 16:04,CRD_63Z7SS,0,69
8/8/2021 14:55,CRD_40M84U,0,1130
8/8/2021 13:46,CRD_3S31AR,0,2115
8/8/2021 12:36,CRD_2NC8RN,0,350
8/8/2021 11:27,CRD_2B866T,0,3399
8/8/2021 10:18,CRD_11H1KU,0,1528
8/8/2021 9:09,CRD_1ZS9MU,0,269
8/8/2021 8:00,CRD_1N48WN,0,1149
8/7/2021 20:00,CRD_37T5H9,0,199
8/7/2021 17:00,CRD_3SX3TB,0,1590
8/7/2021 14:00,CRD_3AF0K9,0,1821.46
8/7/2021 11:00,CRD_2KN1K9,0,107
8/7/2021 8:00,CRD_2CC2H9,0,545
8/6/2021 21:07,CRD_2NY004,0,2211.68
8/6/2021 19:15,CRD_9RK037,0,780
8/6/2021 17:22,CRD_36Z037,0,780
8/6/2021 15:30,CRD_1ZT353,0,3490
8/6/2021 13:37,CRD_9833C6,0,209
8/6/2021 11:45,CRD_61C0C6,0,201
8/6/2021 9:52,MOYB 06108000367,0,99
8/6/2021 8:00,C020608210010171,0,10000
8/5/2021 20:00,CRD_58V1EK,0,1034.8
8/5/2021 17:00,OP1ED2185001TSLS,0,16991.97
8/5/2021 14:00,OP1ED2185001Q0XA,56639.91,0
8/5/2021 11:00,OP1ED2185001TSEC,0,522
8/5/2021 8:00,OP1ED2185001Q0X8,1740,0
8/4/2021 20:30,CRD_6WE44B,0,985.29
8/4/2021 18:00,CRD_3XU9F7,0,1378.26
8/4/2021 15:30,CRD_3B21Z6,0,250
8/4/2021 13:00,CRD_3U27F6,0,35
8/4/2021 10:30,C160408210149518,0,679
8/4/2021 8:00,C160408210030081,0,250
8/3/2021 20:51,CRD_78095W,0,606
8/3/2021 18:42,CRD_60M2AW,0,100
8/3/2021 16:34,CRD_8FH4NV,0,35
8/3/2021 14:25,MPL1_MIHRSQT0008,1000,0
8/3/2021 12:17,C070308210007622,0,24000
8/3/2021 10:08,B010308210021963,20000,0
8/3/2021 8:00,C070308210007622',0,24000
8/2/2021 20:51,CRD_9KZ4VS,0,190
8/2/2021 18:42,CRD_54S3ZS,0,107
8/2/2021 16:34,CRD_5326WE,0,1029.4
8/2/2021 14:25,CRD_3147WE,0,238
8/2/2021 12:17,CRD_2UZ81H,0,250
8/2/2021 10:08,C160208210231075,0,300
8/2/2021 8:00,OP1ED21820006DBS,10000,0
8/1/2021 20:00,CRD_8KE8Z7,0,69
8/1/2021 17:00,CRD_75X658,0,345.86
8/1/2021 14:00,CRD_7Z67M7,0,3010
8/1/2021 11:00,CRD_1107Z7,0,169
8/1/2021 8:00,A010108210158071,0,300
7/31/2021 21:20,CRD_8RK181,0,2518.95
7/31/2021 19:40,CRD_69F861,0,457
7/31/2021 18:00,CRD_54R1XT,0,480.08
7/31/2021 16:20,CRD_4R19MZ,0,395
7/31/2021 14:40,CRD_1Z04KY,0,899
7/31/2021 13:00,CRD_055471,0,1807
7/31/2021 11:20,PML0628AJLQ9C001,82.01,0
7/31/2021 9:40,B013107210192707,5000,0
7/31/2021 8:00,C163107210092629,0,700
7/30/2021 20:00,CRD_9BM4SH,0,1163
7/30/2021 17:00,CRD_55S8UH,0,100
7/30/2021 14:00,CRD_1RR2XB,0,1180
7/30/2021 11:00,CRD_1F54FC,0,972
7/30/2021 8:00,CRD_3YZ33R,0,1055
7/29/2021 19:15,CRD_81H391,0,853.66
7/29/2021 15:30,CRD_1XE4V5,0,1663
7/29/2021 11:45,CRD_,4399,0
7/29/2021 8:00,CRD_,2799,0
7/28/2021 21:07,CRD_99K8XS,0,933.08
7/28/2021 19:15,CRD_5K186V,0,246
7/28/2021 17:22,CRD_1525ZU,0,1000
7/28/2021 15:30,CRD_9HH3US,0,340
7/28/2021 13:37,CRD_74N6EN,0,1700
7/28/2021 11:45,CRD_5825EN,0,1700
7/28/2021 9:52,CRD_48H5MS,0,600
7/28/2021 8:00,CRD_2R75MS,0,140
7/27/2021 21:07,CRD_9XR1Y8,0,6600
7/27/2021 19:15,CRD_8ZR20F,0,2556.09
7/27/2021 17:22,CRD_62B2Y8,0,1050
7/27/2021 15:30,CRD_50F629,0,1190
7/27/2021 13:37,CRD_38S4U8,0,2518.68
7/27/2021 11:45,CRD_2SA7K9,0,1360
7/27/2021 9:52,CRD_2MS33A,0,405
7/27/2021 8:00,C162707210031863,0,500
7/26/2021 20:30,CRD_3HF4B6,0,2100
7/26/2021 18:00,CRD_5F7131,0,1308.5
7/26/2021 15:30,A022607210007996,0,1000
7/26/2021 13:00,C162607210051232,0,1250
7/26/2021 10:30,C162607210037881,0,1250
7/26/2021 8:00,C172607210005743,1600,0
7/25/2021 21:20,CRD_3H478U,0,1987.5
7/25/2021 19:40,CRD_9RR8ER,0,1600
7/25/2021 18:00,CRD_80V7HT,0,1500
7/25/2021 16:20,CRD_7U24CS,0,400
7/25/2021 14:40,CRD_7FH8BS,0,190
7/25/2021 13:00,CRD_6140XR,0,600
7/25/2021 11:20,CRD_5114HR,0,1400
7/25/2021 9:40,CRD_5FA2ZU,0,3200
7/25/2021 8:00,C172507210019537,400,0
7/24/2021 19:15,CRD_5216YB,0,3810
7/24/2021 15:30,CRD_5RE5R9,0,6534
7/24/2021 11:45,CRD_5E97KC,0,200
7/24/2021 8:00,C162407210064168,0,450
7/23/2021 8:00,CRD_2R16YY,0,384.1
7/22/2021 21:45,CRD_6WW26K,0,60
7/22/2021 20:30,CRD_4B695K,0,174.9
7/22/2021 19:15,CRD_3HR5WT,0,333
7/22/2021 18:00,CRD_2MX30N,0,370
7/22/2021 16:45,CRD_9TU2TM,0,99
7/22/2021 15:30,CRD_41A0RM,0,1464
7/22/2021 14:15,CRD_3630UM,0,474
7/22/2021 13:00,CRD_1KH2SM,0,244
7/22/2021 11:45,OST1_MIFKQBH0002,0,7.8
7/22/2021 10:30,C182207210055889,0,400
7/22/2021 9:15,OST1_MIFKOOH0001,0,9.75
7/22/2021 8:00,C182207210054637,0,500
7/21/2021 20:30,CRD_70T06C,0,1773.87
7/21/2021 18:00,CRD_7FW27C,0,261.4
7/21/2021 15:30,CRD_48U2K8,0,153
7/21/2021 13:00,CRD_1A408C,0,30
7/21/2021 10:30,CRD_5230M8,0,122
7/21/2021 8:00,B012107210098181,0,50000
7/20/2021 21:30,CRD_91047W,0,100
7/20/2021 20:00,C162007210158441,0,7500
7/20/2021 18:30,OP1ED217K001K91O,0,33810
7/20/2021 17:00,OP1ED217K001JNVW,112700,0
7/20/2021 15:30,OP1ED217K001K8Z7,0,18271.27
7/20/2021 14:00,OP1ED217K001JNVV,60904.24,0
7/20/2021 12:30,C162007210029639,0,4323
7/20/2021 11:00,C162007210017031,0,1490
7/20/2021 9:30,B012007210017091,8000,0
7/20/2021 8:00,C162007210017031',0,1490
7/19/2021 20:51,OST1_MIEUJIK0001,0,4.68
7/19/2021 18:42,C181907210014119,0,240
7/19/2021 16:34,B011907210050528,1000,0
7/19/2021 14:25,C181907210014119',0,240
7/19/2021 12:17,C161907210019399,0,150
7/19/2021 10:08,C161907210013987,0,1045
7/19/2021 8:00,MOYB 19107000013,0,9
7/18/2021 20:51,CRD_3TS086,0,467
7/18/2021 18:42,CRD_1FX286,0,219
7/18/2021 16:34,CRD_8903E7,0,234
7/18/2021 14:25,CRD_7BY1C7,0,1587.25
7/18/2021 12:17,C021807210001839,0,10000
7/18/2021 10:08,B011807210052858,10000,0
7/18/2021 8:00,C021807210001839',0,10000
7/17/2021 19:15,CRD_4TU3Y2,0,599
7/17/2021 15:30,CRD_35U5M2,0,457
7/17/2021 11:45,CRD_2462N2,0,1026
7/17/2021 8:00,CRD_4R58EW,0,632.64
7/15/2021 8:00,CRD_2667B5,0,423
7/14/2021 21:07,CRD_2675CR,0,1110.84
7/14/2021 19:15,CRD_4450BT,0,1596
7/14/2021 17:22,C071407210103322,0,4600
7/14/2021 15:30,B011407210218817,10000,0
7/14/2021 13:37,C071407210103322',0,4600
7/14/2021 11:45,CRD_4S85ER,0,2151
7/14/2021 9:52,MOYB 14107000043,0,9
7/14/2021 8:00,C171407210004133,6000,0
7/13/2021 20:51,CRD_91239F,0,2725.88
7/13/2021 18:42,C161307210139878,0,5833
7/13/2021 16:34,B011307210196926,5000,0
7/13/2021 14:25,C161307210139878',0,5833
7/13/2021 12:17,C021307210006579,0,22000
7/13/2021 10:08,B011307210116728,10000,0
7/13/2021 8:00,C021307210006579',0,22000
7/12/2021 15:30,CRD_3S2046,0,274
7/12/2021 8:00,CRD_1XK6B0,0,733.1
7/11/2021 20:51,CRD_92H9YN,0,318
7/11/2021 18:42,CRD_3NS38S,0,1700
7/11/2021 16:34,CRD_8KT16T,0,500
7/11/2021 14:25,CRD_7524YU,0,1140.3
7/11/2021 12:17,CRD_68R6WU,0,58
7/11/2021 10:08,CRD_6AV8EU,0,146
7/11/2021 8:00,CRD_3366EU,0,1123
7/10/2021 8:00,CRD_652720,0,999
7/9/2021 15:30,CRD_87S7U3,0,1394.85
7/9/2021 8:00,CRD_3TY7M3,0,620
7/8/2021 18:00,CRD_9XW1TT,0,1020
7/8/2021 13:00,CRD_15949K,0,849.05
7/8/2021 8:00,C160807210038928,0,6000
7/7/2021 19:15,CRD_1CH9T6,0,432.4
7/7/2021 15:30,CRD_1B687B,0,1161.49
7/7/2021 11:45,C020707210010332,0,10000
7/7/2021 8:00,C160707210106937,0,500
7/6/2021 20:30,CRD_8C090W,0,530
7/6/2021 18:00,CRD_79980W,0,530
7/6/2021 15:30,CRD_51A9H1,0,58.5
7/6/2021 13:00,CRD_4142H1,0,965.59
7/6/2021 10:30,MOYB 06107000151,0,99
7/6/2021 8:00,A010607210012086,0,300
7/5/2021 21:30,CRD_59U1KN,0,77
7/5/2021 20:00,CRD_7B80CN,0,35
7/5/2021 18:30,CRD_,814,0
7/5/2021 17:00,OP1ED217500213L6,0,19333.91
7/5/2021 15:30,OP1ED2175001UJZJ,64446.39,0
7/5/2021 14:00,OP1ED217500213B9,0,522
7/5/2021 12:30,OP1ED2175001UJZI,1740,0
7/5/2021 11:00,C070507210004459,0,500
7/5/2021 9:30,B010507210011332,864.16,0
7/5/2021 8:00,C070507210004459',0,500
7/4/2021 19:15,CRD_7W96C6,0,950
7/4/2021 15:30,CRD_29R396,0,140
7/4/2021 11:45,CRD_4U73A6,0,100
7/4/2021 8:00,CRD_12148B,0,162
7/3/2021 21:20,CRD_90U033,0,66
